Recipe_Name,Ingredients,Number_of_Ingredients,Amounts,Cooking_Time,Cooking_Time_Unit,Cooking_Time_Seconds,Calories,Sodium,Fat,Protein,Carbs,Fiber,Servings,Star_Rating,Number_of_Reviews,Course,Directions,avocado,banana,basil,beans,beef,bell pepper,broccoli,butter,carrot,celery,chicken breast,cilantro,cucumber,egg,eggplant,flour,garlic,garlic powder,ginger,green beans,ground beef,honey,lemon,lettuce,lime,mayonnaise,milk,mozzarella,mushroom,oil,olive oil,onion,oregano,paprika,pasta,pepper,potato,red onion,salmon,salt,scallion,shrimp,soy sauce,sugar,tomato,tomato paste,water,yogurt,zucchini,Actual_Ingredients,Number_of_Actual_Ingredients,Remove_Indices_1
Simple Beef Stew,"['cornstarch', 'bouquet garni', 'onion', 'cooking oil', 'red potatoes', 'pepper', 'salt', 'garlic', 'carrots', 'fresh parsley', 'beef broth', 'red wine', 'stewing beef']",13,"{'cornstarch': '1 pound ', 'bouquet garni': '3 tablespoons ', 'onion': '0.5 teaspoon ', 'cooking oil': '0.5 teaspoon ', 'red potatoes': '3 cloves ', 'pepper': '1 pound ', 'salt': '0.5  ', 'garlic': '1 pound ', 'carrots': '1  ', 'fresh parsley': '2 cups ', 'beef broth': '1 cup ', 'red wine': '1 cup ', 'stewing beef': '1  '}",40,Minutes,2400,270,780mg,5g,5g,40g,7g,4,4,1,Main Dish,http://yummly.com/recipe/Simple-Beef-Stew-928945,-1,-1,-1,-1,12,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,2,-1,-1,-1,5,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['cornstarch', 'bouquet garni', 'onion', 'red potatoes', 'garlic', 'carrots', 'fresh parsley', 'beef broth', 'red wine', 'stewing beef']",10,"[6, 5, 3]"
Quick & Easy 4 Ingredient Broccoli Cheese Soup,"['broccoli', 'shredded cheddar cheese', 'milk', 'cream of chicken soup']",4,"{'broccoli': '12 ounces ', 'shredded cheddar cheese': '26 ounces ', 'milk': '1 cup ', 'cream of chicken soup': '2 cups '}",15,Minutes,900,460,1630mg,31g,23g,23g,3g,4,4.5,231,,http://yummly.com/recipe/Quick-_-Easy-4-Ingredient-Broccoli-Cheese-Soup-1873692,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['broccoli', 'shredded cheddar cheese', 'milk', 'cream of chicken soup']",4,[]
Porky Burger,"['cumin seed', 'chipotles in adobo', 'bone-in pork shoulder blade roast', 'Mexican beer', 'black pepper', 'burger buns', 'Gruyere cheese', 'olive oil', 'garlic', 'onions', 'ancho powder', 'cilantro leaves', 'water', 'salt', 'smoked paprika', 'ground pork', 'red onion', 'apple cider vinegar', 'coriander seeds']",19,"{'cumin seed': '1.5 pounds ', 'chipotles in adobo': '2 pounds ', 'bone-in pork shoulder blade roast': '0.5 teaspoon ', 'Mexican beer': '0.5 teaspoon ', 'black pepper': '6  ', 'burger buns': '6.5 ounces ', 'Gruyere cheese': '0.5 cup ', 'olive oil': '0.5 cup ', 'garlic': '1.5 pounds ', 'onions': '0.25 cup ', 'ancho powder': '1 tablespoon ', 'cilantro leaves': '1 tablespoon ', 'water': '1.5 teaspoons ', 'salt': '2 teaspoons ', 'smoked paprika': '4 teaspoons ', 'ground pork': '24 ounces ', 'red onion': '2 cups ', 'apple cider vinegar': '0.5 cup ', 'coriander seeds': '2 tablespoons '}",4,Hours,14400,,,,,,,6,,0,Main Dish,http://yummly.com/recipe/Porky-Burger-1835271,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,9,-1,14,-1,4,-1,16,-1,13,-1,-1,-1,-1,-1,-1,12,-1,-1,"['cumin seed', 'chipotles in adobo', 'bone-in pork shoulder blade roast', 'Mexican beer', 'burger buns', 'Gruyere cheese', 'garlic', 'onions', 'ancho powder', 'cilantro leaves', 'ground pork', 'red onion', 'apple cider vinegar', 'coriander seeds']",14,"[13, 4, 14, 7, 12]"
Quick and Easy Buffalo Chicken Dip Recipe,"['buffalo sauce', 'sour cream', 'Tyson® Grilled & Ready® Pulled Chicken Breast', 'cream cheese']",4,"{'buffalo sauce': '1 bag ', 'sour cream': '8 ounces ', 'Tyson® Grilled & Ready® Pulled Chicken Breast': '0.5 cup ', 'cream cheese': '1 cup '}",20,Minutes,1200,200,840mg,14g,15g,4g,,4,,0,Appetiz,http://yummly.com/recipe/Quick-and-Easy-Buffalo-Chicken-Dip-Recipe-9063806,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['buffalo sauce', 'sour cream', 'Tyson® Grilled & Ready® Pulled Chicken Breast', 'cream cheese']",4,[]
Best Ever Slow Cooker Beef Stew,"['Worcestershire sauce', 'flour', 'garlic', 'salt', 'pepper', 'frozen peas', 'white onion', 'boneless beef chuck', 'tomato sauce', 'baby potatoes', 'medium carrots', 'beef broth', 'Italian seasoning']",13,"{'Worcestershire sauce': '3 pounds ', 'flour': '5  ', 'garlic': '1 pound ', 'salt': '1  ', 'pepper': '3 cloves ', 'frozen peas': '3 cups ', 'white onion': '0.5 cup ', 'boneless beef chuck': '1 tablespoon ', 'tomato sauce': '1 tablespoon ', 'baby potatoes': '1  ', 'medium carrots': '1  ', 'beef broth': '0.25 cup ', 'Italian seasoning': '2 cups '}",8,Hours,28800,620,740mg,36g,43g,30g,6g,7,4.5,61,Main Dish,http://yummly.com/recipe/Best-Ever-Slow-Cooker-Beef-Stew-2589855,-1,-1,-1,-1,7,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,4,9,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['Worcestershire sauce', 'flour', 'garlic', 'frozen peas', 'white onion', 'boneless beef chuck', 'tomato sauce', 'baby potatoes', 'medium carrots', 'beef broth', 'Italian seasoning']",11,"[3, 4]"
Cheesy Mashed Potatoes,"['plain greek yogurt', 'water', 'cheddar cheese', 'milk', 'chives', 'russet potatoes']",6,"{'plain greek yogurt': '1 cup ', 'water': '2  ', 'cheddar cheese': '0.5 cup ', 'milk': '0.5 cup ', 'chives': '1 cup ', 'russet potatoes': '1 tablespoon '}",25,Minutes,1500,240,220mg,11g,12g,23g,1g,4,,0,Side Dish,http://yummly.com/recipe/Cheesy-Mashed-Potatoes-2543217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,"['plain greek yogurt', 'cheddar cheese', 'milk', 'chives', 'russet potatoes']",5,[1]
Chicken Curry,"['onion', 'baby spinach', 'curry powder', 'oil', 'garlic', 'coconut milk', 'chicken breasts', 'tomatoes']",8,"{'onion': '2 tablespoons ', 'baby spinach': '1 pound ', 'curry powder': '1  ', 'oil': '1 clove ', 'garlic': '2 tablespoons ', 'coconut milk': '3  ', 'chicken breasts': '14 ounces ', 'tomatoes': '8 ounces '}",20,Minutes,1200,470,200mg,35g,29g,16g,6g,4,4.5,29,Main Dish,http://yummly.com/recipe/Chicken-Curry-1409726,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,"['onion', 'baby spinach', 'curry powder', 'garlic', 'coconut milk', 'chicken breasts', 'tomatoes']",7,[3]
Lobster Ravioli,"['cream', 'lobster meat', 'olive oil', 'basil leaves', 'ricotta cheese', 'salt', 'shallots', 'garlic', 'pepper', 'mushrooms', 'pasta sheets', 'Parmigiano Reggiano', 'tomato sauce', 'semolina flour', 'large eggs', 'all purpose flour', 'parsley']",17,"{'cream': '1  ', 'lobster meat': '2  ', 'olive oil': '2 cups ', 'basil leaves': '2 pinches ', 'ricotta cheese': '0.5 pound ', 'salt': '4 tablespoons ', 'shallots': '1 pinch ', 'garlic': '6  ', 'pepper': '1 cup ', 'mushrooms': '1 cup ', 'pasta sheets': '2  ', 'Parmigiano Reggiano': '1 tablespoon ', 'tomato sauce': '1  ', 'semolina flour': '1  ', 'large eggs': '1  ', 'all purpose flour': '1  ', 'parsley': '0.25 cup '}",85,Minutes,5100,1320,530mg,38g,48g,197g,4g,5,,0,Main Dish,http://yummly.com/recipe/Lobster-Ravioli-1614225,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,15,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,2,-1,-1,-1,10,8,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['cream', 'lobster meat', 'basil leaves', 'ricotta cheese', 'shallots', 'garlic', 'mushrooms', 'pasta sheets', 'Parmigiano Reggiano', 'tomato sauce', 'semolina flour', 'large eggs', 'all purpose flour', 'parsley']",14,"[5, 8, 2]"
Beef Stew,"['new potatoes', 'salt and ground black pepper', 'olive oil', 'large carrots', 'bay leaves', 'thick sliced bacon', 'red wine', 'mushrooms', 'low sodium beef broth', 'boneless beef chuck', 'yellow onion', 'dried thyme', 'all purpose flour', 'tomato paste', 'garlic cloves']",15,"{'new potatoes': '6 ounces ', 'salt and ground black pepper': '1  ', 'olive oil': '2.5 pounds ', 'large carrots': '1  ', 'bay leaves': '0.25 cup ', 'thick sliced bacon': '2 cups ', 'red wine': '1 pound ', 'mushrooms': '4  ', 'low sodium beef broth': '1  ', 'boneless beef chuck': '4  ', 'yellow onion': '1 tablespoon ', 'dried thyme': '4 cups ', 'all purpose flour': '2  ', 'tomato paste': '1 teaspoon ', 'garlic cloves': '1 pound '}",3,Hours,10800,700,690mg,43g,40g,25g,4g,7,4.5,85,Main Dish,http://yummly.com/recipe/Beef-Stew-2582810,-1,-1,-1,-1,9,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,12,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,2,10,-1,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,13,-1,-1,-1,"['new potatoes', 'large carrots', 'bay leaves', 'thick sliced bacon', 'red wine', 'mushrooms', 'low sodium beef broth', 'boneless beef chuck', 'yellow onion', 'dried thyme', 'all purpose flour', 'tomato paste', 'garlic cloves']",12,"[1, 1, 2]"
Greek Chicken Gyros with Tzatziki Sauce,"['pepper', 'tzatziki sauce', 'greek yogurt', 'lemon juice', 'cucumber', 'red wine vinegar', 'fresh dill', 'pita breads', 'fresh lemon juice', 'Italian parsley', 'salad', 'extra virgin olive oil', 'garlic cloves', 'chicken breast', 'oregano', 'salt', 'feta cheese', 'red onion', 'marinade', 'tomatoes']",20,"{'pepper': '1  ', 'tzatziki sauce': '2 pounds ', 'greek yogurt': '0.25 cup ', 'lemon juice': '3 tablespoons ', 'cucumber': '2 tablespoons ', 'red wine vinegar': '1 tablespoon ', 'fresh dill': '1.5 teaspoons ', 'pita breads': '1 teaspoon ', 'fresh lemon juice': '2 teaspoons ', 'Italian parsley': '1  ', 'salad': '1.5 cups ', 'extra virgin olive oil': '2 tablespoons ', 'garlic cloves': '1 tablespoon ', 'chicken breast': '1 tablespoon ', 'oregano': '2 teaspoons ', 'salt': '1 tablespoon ', 'feta cheese': '3  ', 'red onion': '1  ', 'marinade': '1  ', 'tomatoes': '3  '}",35,Minutes,2100,540,2100mg,21g,43g,49g,7g,6,4.5,3,Main Dish,http://yummly.com/recipe/Greek-Chicken-Gyros-with-Tzatziki-Sauce-2402907,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,4,-1,-1,-1,12,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,11,-1,14,-1,-1,0,-1,17,-1,15,-1,-1,-1,-1,19,-1,-1,2,-1,"['tzatziki sauce', 'greek yogurt', 'lemon juice', 'cucumber', 'red wine vinegar', 'fresh dill', 'pita breads', 'fresh lemon juice', 'Italian parsley', 'salad', 'garlic cloves', 'chicken breast', 'feta cheese', 'red onion', 'marinade', 'tomatoes']",16,"[15, 0, 14, 11]"
Revolutionary Mac & Cheese,"['salt', 'milk', 'dried pasta', 'Dijon mustard', 'shredded cheddar cheese']",5,"{'salt': '2 cups ', 'milk': '2 cups ', 'dried pasta': '1 cup ', 'Dijon mustard': '1 teaspoon ', 'shredded cheddar cheese': '1 teaspoon '}",45,Minutes,2700,270,860mg,13g,16g,21g,0g,4,3.5,293,,http://yummly.com/recipe/Revolutionary-Mac-_-Cheese-1048867,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['milk', 'dried pasta', 'Dijon mustard', 'shredded cheddar cheese']",4,[0]
Thai Peanut Chicken with Coconut Rice,"['sesame oil', 'whole peppercorns', 'coconut oil', 'sesame seeds', 'brown sugar', 'full fat coconut milk', 'fresh herbs', 'kosher salt', 'unsalted peanut butter', 'boneless skinless chicken breasts', 'honey', 'fresh orange juice', 'chopped cilantro', 'low sodium soy sauce', 'sunflower seed butter', 'olive oil', 'green onions', 'small yellow onion', 'coconut aminos', 'flake coconut', 'garlic cloves', 'peanuts', 'fish sauce', 'chili garlic paste', 'coconut cream', 'water', 'jasmine rice', 'fresh ginger', 'orange juice']",29,"{'sesame oil': '5  ', 'whole peppercorns': '1 teaspoon ', 'coconut oil': '1 teaspoon ', 'sesame seeds': '2  ', 'brown sugar': '1  ', 'full fat coconut milk': '1 handful ', 'fresh herbs': '2 tablespoons ', 'kosher salt': '3  ', 'unsalted peanut butter': '2 teaspoons ', 'boneless skinless chicken breasts': '0.67 cup ', 'honey': '1.5 cups ', 'fresh orange juice': '0.33 cup ', 'chopped cilantro': '0.33 cup ', 'low sodium soy sauce': '0.33 cup ', 'sunflower seed butter': '1 tablespoon ', 'olive oil': '1 teaspoon ', 'green onions': '2 tablespoons ', 'small yellow onion': '2 tablespoons ', 'coconut aminos': '3  ', 'flake coconut': '2 teaspoons ', 'garlic cloves': '0.67 cup ', 'peanuts': '1.5 cups ', 'fish sauce': '0.33 cup ', 'chili garlic paste': '1 tablespoon ', 'coconut cream': '0.33 cup ', 'water': '1 tablespoon ', 'jasmine rice': '1 teaspoon ', 'fresh ginger': '2 tablespoons ', 'orange juice': '3 cups '}",70,Minutes,4200,1270,1320mg,86g,46g,91g,9g,6,,0,Main Dish,http://yummly.com/recipe/Thai-Peanut-Chicken-with-Coconut-Rice-2692801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,12,-1,-1,-1,-1,20,-1,27,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,15,17,-1,-1,-1,-1,-1,-1,-1,7,16,-1,13,4,-1,-1,25,-1,-1,"['sesame oil', 'whole peppercorns', 'coconut oil', 'sesame seeds', 'full fat coconut milk', 'fresh herbs', 'unsalted peanut butter', 'boneless skinless chicken breasts', 'honey', 'fresh orange juice', 'chopped cilantro', 'low sodium soy sauce', 'sunflower seed butter', 'green onions', 'small yellow onion', 'coconut aminos', 'flake coconut', 'garlic cloves', 'peanuts', 'fish sauce', 'chili garlic paste', 'coconut cream', 'jasmine rice', 'fresh ginger', 'orange juice']",25,"[7, 4, 15, 25]"
Mediterranean Chicken with Sun-Dried Tomatoes and Artichokes,"['ground black pepper', 'olive oil', 'flour', 'salt', 'lemon juice', 'capers', 'sun dried tomatoes', 'artichoke hearts', 'chicken breast']",9,"{'ground black pepper': '1.5 pounds ', 'olive oil': '0.5 teaspoon ', 'flour': '0.25 teaspoon ', 'salt': '0.25 cup ', 'lemon juice': '2 tablespoons ', 'capers': '8 ounces ', 'sun dried tomatoes': '6 ounces ', 'artichoke hearts': '3 tablespoons ', 'chicken breast': '2 tablespoons '}",40,Minutes,2400,520,1610mg,23g,44g,38g,11g,4,4.5,16,Main Dish,http://yummly.com/recipe/Mediterranean-Chicken-with-Sun-Dried-Tomatoes-and-Artichokes-2335426,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['flour', 'lemon juice', 'capers', 'sun dried tomatoes', 'artichoke hearts', 'chicken breast']",6,"[3, 0, 1]"
Instant Pot Creamy Tuscan Chicken Pasta,"['low sodium chicken broth', 'shredded Parmesan cheese', 'Italian seasoning', 'baby spinach', 'salt', 'boneless skinless chicken breasts', 'pasta', 'light cream cheese', 'fresh basil', 'minced garlic', 'oil-packed sun-dried tomatoes', 'freshly ground black pepper']",12,"{'low sodium chicken broth': '32 ounces ', 'shredded Parmesan cheese': '0.5 cup ', 'Italian seasoning': '2 teaspoons ', 'baby spinach': '1 tablespoon ', 'salt': '1  ', 'boneless skinless chicken breasts': '1  ', 'pasta': '1 pound ', 'light cream cheese': '12 ounces ', 'fresh basil': '5 ounces ', 'minced garlic': '8 ounces ', 'oil-packed sun-dried tomatoes': '1 cup ', 'freshly ground black pepper': '0.25 cup '}",45,Minutes,2700,720,1070mg,23g,54g,77g,4g,4,4.5,264,Main Dish,http://yummly.com/recipe/Instant-Pot-Creamy-Tuscan-Chicken-Pasta-2472789,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,11,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['low sodium chicken broth', 'shredded Parmesan cheese', 'Italian seasoning', 'baby spinach', 'boneless skinless chicken breasts', 'pasta', 'light cream cheese', 'fresh basil', 'minced garlic', 'oil-packed sun-dried tomatoes']",10,"[4, 11]"
Protein Packed Chicken Burrito Bowl,"['chicken breast fillets', 'olive oil', 'brown rice', 'capsicum', 'corn kernels', 'lemon juice', 'fresh coriander', 'mushrooms', 'black beans', 'cayenne pepper', 'tomatoes']",11,"{'chicken breast fillets': '0.5 cup ', 'olive oil': '160 grams ', 'brown rice': '2 teaspoons ', 'capsicum': '0.5 teaspoon ', 'corn kernels': '2 tablespoons ', 'lemon juice': '0.5 cup ', 'fresh coriander': '0.5 cup ', 'mushrooms': '160 grams ', 'black beans': '2  ', 'cayenne pepper': '0.5  ', 'tomatoes': '2 tablespoons '}",35,Minutes,2100,230,430mg,4.5g,18g,31g,4g,4,4,1,Main Dish,http://yummly.com/recipe/Protein-Packed-Chicken-Burrito-Bowl-2597069,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,7,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,"['chicken breast fillets', 'brown rice', 'capsicum', 'corn kernels', 'lemon juice', 'fresh coriander', 'mushrooms', 'black beans', 'cayenne pepper', 'tomatoes']",10,[1]
Baked Apple Pie Roll Ups,"['sugar', 'cinnamon', 'white bread', 'apple pie filling', 'melted butter']",5,"{'sugar': '10 slices ', 'cinnamon': '1 can ', 'white bread': '0.5 cup ', 'apple pie filling': '0.5 cup ', 'melted butter': '1 teaspoon '}",30,Minutes,1800,250,260mg,10g,2g,38g,1g,10,4.5,356,Dessert,http://yummly.com/recipe/Baked-Apple-Pie-Roll-Ups-593599,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,"['cinnamon', 'white bread', 'apple pie filling', 'melted butter']",4,[0]
Chicken and Vegetable Fried Rice,"['sauce', 'soy sauce', 'olive oil', 'capsicum', 'carrot', 'chicken', 'rice', 'raw cashews', 'corn', 'celery', 'spring onions', 'sweet chilli sauce', 'bacon']",13,"{'sauce': '250 grams ', 'soy sauce': '4  ', 'olive oil': '1 stick ', 'capsicum': '1  ', 'carrot': '3  ', 'chicken': '1  ', 'rice': '1 can ', 'raw cashews': '50 grams ', 'corn': '1 cup ', 'celery': '1 tablespoon ', 'spring onions': '1  ', 'sweet chilli sauce': '1  ', 'bacon': '1 tablespoon '}",30,Minutes,1800,390,660mg,17g,21g,43g,6g,4,,0,Main Dish,http://yummly.com/recipe/Chicken-and-Vegetable-Fried-Rice-1360600,-1,-1,-1,-1,-1,-1,-1,-1,4,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,"['sauce', 'soy sauce', 'capsicum', 'carrot', 'chicken', 'rice', 'raw cashews', 'corn', 'celery', 'spring onions', 'sweet chilli sauce', 'bacon']",12,[2]
"Bacon, Corn and Avocado Salad","['limes', 'pepper', 'salt', 'corn husks', 'red pepper', 'fresh cilantro', 'avocado', 'bacon']",8,"{'limes': '4 ears ', 'pepper': '6 strips ', 'salt': '1  ', 'corn husks': '1  ', 'red pepper': '0.25 cup ', 'fresh cilantro': '2  ', 'avocado': '1  ', 'bacon': '1  '}",30,Minutes,1800,200,370mg,18g,5g,10g,4g,6,4.5,20,Salad,http://yummly.com/recipe/Bacon_-Corn-and-Avocado-Salad-1212572,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['limes', 'corn husks', 'red pepper', 'fresh cilantro', 'avocado', 'bacon']",6,"[2, 1]"
Bang Bang Shrimp Pasta,"['ground black pepper', 'mayonnaise', 'olive oil', 'Sriracha', 'garlic', 'fresh parsley leaves', 'smoked paprika', 'lime', 'crushed red pepper flakes', 'medium shrimp', 'spaghetti', 'kosher salt', 'Thai sweet chili sauce']",13,"{'ground black pepper': '8 ounces ', 'mayonnaise': '8 ounces ', 'olive oil': '1 tablespoon ', 'Sriracha': '3 cloves ', 'garlic': '1 teaspoon ', 'fresh parsley leaves': '1  ', 'smoked paprika': '1  ', 'lime': '2 tablespoons ', 'crushed red pepper flakes': '0.5 cup ', 'medium shrimp': '0.25 cup ', 'spaghetti': '2 cloves ', 'kosher salt': '0.5  ', 'Thai sweet chili sauce': '1 teaspoon '}",30,Minutes,1800,450,750mg,16g,20g,57g,4g,4,3,20,Main Dish,http://yummly.com/recipe/Bang-Bang-Shrimp-Pasta-780510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,7,1,-1,-1,-1,-1,2,-1,-1,6,10,0,-1,-1,-1,11,-1,9,-1,-1,-1,-1,-1,-1,-1,"['mayonnaise', 'Sriracha', 'garlic', 'fresh parsley leaves', 'lime', 'crushed red pepper flakes', 'medium shrimp', 'spaghetti', 'Thai sweet chili sauce']",9,"[11, 0, 6, 2]"
Classic Chinese Pepper Steak,"['stir fry sauce', 'vegetable oil', 'onions', 'beef', 'boneless beef sirloin steak', 'peppers', 'cooked rice']",7,"{'stir fry sauce': '1 pound ', 'vegetable oil': '2 tablespoons ', 'onions': '2  ', 'beef': '2  ', 'boneless beef sirloin steak': '0.25 cup ', 'peppers': '1  ', 'cooked rice': '1  '}",20,Minutes,1200,,,,,,,4,4.5,6,Main Dish,http://yummly.com/recipe/Classic-Chinese-Pepper-Steak-2648656,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['stir fry sauce', 'onions', 'beef', 'boneless beef sirloin steak', 'peppers', 'cooked rice']",6,[1]
Basic Crêpes,"['whole milk', 'unsalted butter', 'large eggs', 'kosher salt', 'all-purpose flour']",5,"{'whole milk': '2.25 cups ', 'unsalted butter': '4  ', 'large eggs': '0.5 teaspoon ', 'kosher salt': '1.5 cups ', 'all-purpose flour': '6 tablespoons '}",30,Minutes,1800,120,110mg,7g,4g,11g,0g,16,4.5,42,Breakfast and Brunch,http://yummly.com/recipe/Basic-Crepes-2302301,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['whole milk', 'unsalted butter', 'large eggs', 'all-purpose flour']",4,[3]
Quick 15 Minute Beef and Broccoli Stir Fry,"['olive oil', 'water', 'corn starch', 'garlic', 'brown sugar', 'mushrooms', 'reduced sodium soy sauce', 'bell pepper', 'chuck steaks', 'cooked rice', 'ground ginger', 'broccoli florets', 'small onion']",13,"{'olive oil': '1 pound ', 'water': '1 tablespoon ', 'corn starch': '2 tablespoons ', 'garlic': '1 tablespoon ', 'brown sugar': '3 cloves ', 'mushrooms': '4 cups ', 'reduced sodium soy sauce': '1  ', 'bell pepper': '0.5  ', 'chuck steaks': '0.5 cup ', 'cooked rice': '1  ', 'ground ginger': '0.33 cup ', 'broccoli florets': '0.33 cup ', 'small onion': '1 tablespoon '}",20,Minutes,1200,260,810mg,10g,28g,15g,3g,4,4.5,149,Main Dish,http://yummly.com/recipe/Quick-15-Minute-Beef-and-Broccoli-Stir-Fry-2398631,-1,-1,-1,-1,-1,7,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,0,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,-1,-1,1,-1,-1,"['corn starch', 'garlic', 'mushrooms', 'reduced sodium soy sauce', 'bell pepper', 'chuck steaks', 'cooked rice', 'ground ginger', 'broccoli florets', 'small onion']",10,"[4, 0, 1]"
